Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears
34,No,Travel_Rarely,1351,Research & Development,Life Sciences,1580,Male,2,Research Scientist,4,5484,13008,9,No,17,3,2,9
26,No,Travel_Rarely,474,Research & Development,Life Sciences,1581,Female,1,Research Scientist,4,2061,11133,1,No,21,4,1,1
38,No,Travel_Rarely,1245,Sales,Life Sciences,1582,Male,2,Sales Executive,2,9924,12355,0,No,11,3,4,10
38,No,Travel_Rarely,437,Sales,Life Sciences,1583,Female,2,Sales Executive,2,4198,16379,2,No,12,3,2,8
36,No,Travel_Rarely,884,Sales,Life Sciences,1585,Female,2,Sales Executive,3,6815,21447,6,No,13,3,1,15
29,No,Travel_Rarely,1370,Research & Development,Medical,1586,Male,1,Laboratory Technician,1,4723,16213,1,Yes,18,3,4,10
35,No,Travel_Rarely,670,Research & Development,Medical,1587,Female,2,Healthcare Representative,3,6142,4223,3,Yes,16,3,3,10
39,No,Travel_Rarely,1462,Sales,Medical,1588,Male,3,Sales Executive,3,8237,4658,2,No,11,3,1,11
29,No,Travel_Frequently,995,Research & Development,Life Sciences,1590,Male,2,Healthcare Representative,4,8853,24483,1,No,19,3,4,6
50,No,Travel_Rarely,264,Sales,Marketing,1591,Male,5,Manager,3,19331,19519,4,Yes,16,3,3,27
23,No,Travel_Rarely,977,Research & Development,Technical Degree,1592,Male,1,Research Scientist,3,2073,12826,2,No,16,3,4,4
36,No,Travel_Frequently,1302,Research & Development,Life Sciences,1594,Male,2,Laboratory Technician,1,5562,19711,3,Yes,13,3,4,9
42,No,Travel_Rarely,1059,Research & Development,Other,1595,Male,5,Manager,4,19613,26362,8,No,22,4,4,24
35,No,Travel_Rarely,750,Research & Development,Life Sciences,1596,Male,2,Laboratory Technician,3,3407,25348,1,No,17,3,4,10
34,No,Travel_Frequently,653,Research & Development,Technical Degree,1597,Male,2,Healthcare Representative,3,5063,15332,1,No,14,3,2,8
40,No,Travel_Rarely,118,Sales,Life Sciences,1598,Female,2,Sales Executive,1,4639,11262,1,No,15,3,3,5
43,No,Travel_Rarely,990,Research & Development,Technical Degree,1599,Male,1,Laboratory Technician,2,4876,5855,5,No,12,3,3,8
35,No,Travel_Rarely,1349,Research & Development,Life Sciences,1601,Male,1,Laboratory Technician,4,2690,7713,1,No,18,3,4,1
46,No,Travel_Rarely,563,Sales,Life Sciences,1602,Male,4,Manager,1,17567,3156,1,No,15,3,2,27
28,Yes,Travel_Rarely,329,Research & Development,Medical,1604,Male,1,Laboratory Technician,2,2408,7324,1,Yes,17,3,3,1
22,No,Non-Travel,457,Research & Development,Other,1605,Female,1,Research Scientist,3,2814,10293,1,Yes,14,3,2,4
50,No,Travel_Frequently,1234,Research & Development,Medical,1606,Male,4,Healthcare Representative,3,11245,20689,2,Yes,15,3,3,32
32,No,Travel_Rarely,634,Research & Development,Other,1607,Female,1,Research Scientist,4,3312,18783,3,No,17,3,4,6
44,No,Travel_Rarely,1313,Research & Development,Medical,1608,Female,5,Research Director,4,19049,3549,0,Yes,14,3,4,23
30,No,Travel_Rarely,241,Research & Development,Medical,1609,Male,1,Research Scientist,2,2141,5348,1,No,12,3,2,6
45,No,Travel_Rarely,1015,Research & Development,Medical,1611,Female,2,Laboratory Technician,1,5769,23447,1,Yes,14,3,1,10
45,No,Non-Travel,336,Sales,Marketing,1612,Male,2,Sales Executive,1,4385,24162,1,No,15,3,1,10
31,No,Travel_Frequently,715,Sales,Other,1613,Male,2,Sales Executive,1,5332,21602,7,No,13,3,4,10
36,No,Travel_Rarely,559,Research & Development,Life Sciences,1614,Female,2,Manufacturing Director,3,4663,12421,9,Yes,12,3,2,7
34,No,Travel_Frequently,426,Research & Development,Life Sciences,1615,Male,2,Manufacturing Director,4,4724,17000,1,No,13,3,1,9
49,No,Travel_Rarely,722,Research & Development,Life Sciences,1617,Female,1,Laboratory Technician,1,3211,22102,1,No,14,3,4,10
39,No,Travel_Rarely,1387,Research & Development,Medical,1618,Male,2,Manufacturing Director,1,5377,3835,2,No,13,3,4,10
27,No,Travel_Rarely,1302,Research & Development,Other,1619,Male,1,Laboratory Technician,1,4066,16290,1,No,11,3,1,7
35,No,Travel_Rarely,819,Research & Development,Life Sciences,1621,Male,2,Research Scientist,1,5208,26312,1,No,11,3,4,16
28,No,Travel_Rarely,580,Research & Development,Medical,1622,Female,2,Manufacturing Director,1,4877,20460,0,No,21,4,2,6
21,No,Travel_Rarely,546,Research & Development,Medical,1623,Male,1,Research Scientist,4,3117,26009,1,No,18,3,3,3
18,Yes,Travel_Frequently,544,Sales,Medical,1624,Female,1,Sales Representative,4,1569,18420,1,Yes,12,3,3,0
47,No,Travel_Rarely,1176,Human Resources,Life Sciences,1625,Female,5,Manager,3,19658,5220,3,No,11,3,3,27
39,No,Travel_Rarely,170,Research & Development,Medical,1627,Male,2,Laboratory Technician,3,3069,10302,0,No,15,3,4,11
40,No,Travel_Rarely,884,Research & Development,Life Sciences,1628,Female,3,Manufacturing Director,3,10435,25800,1,No,13,3,4,18
35,No,Non-Travel,208,Research & Development,Life Sciences,1630,Female,2,Healthcare Representative,3,4148,12250,1,No,12,3,4,15
37,No,Travel_Rarely,671,Research & Development,Life Sciences,1631,Male,2,Manufacturing Director,3,5768,26493,3,No,17,3,1,9
39,No,Travel_Frequently,711,Research & Development,Medical,1633,Female,2,Manufacturing Director,3,5042,3140,0,No,13,3,4,10
45,No,Travel_Rarely,1329,Research & Development,Other,1635,Female,2,Manufacturing Director,4,5770,5388,1,No,19,3,1,10
38,No,Travel_Rarely,397,Research & Development,Medical,1638,Female,3,Manufacturing Director,3,7756,14199,3,Yes,19,3,4,10
35,Yes,Travel_Rarely,737,Sales,Medical,1639,Male,3,Sales Executive,1,10306,21530,9,No,17,3,3,15
37,No,Travel_Rarely,1470,Research & Development,Medical,1640,Female,1,Research Scientist,2,3936,9953,1,No,11,3,1,8
40,No,Travel_Rarely,448,Research & Development,Life Sciences,1641,Female,3,Manufacturing Director,4,7945,19948,6,Yes,15,3,4,18
44,No,Travel_Frequently,602,Human Resources,Human Resources,1642,Male,2,Human Resources,4,5743,10503,4,Yes,11,3,3,14
48,No,Travel_Frequently,365,Research & Development,Medical,1644,Male,4,Manager,4,15202,5602,2,No,25,4,2,23
35,Yes,Travel_Rarely,763,Sales,Medical,1645,Male,2,Sales Executive,4,5440,22098,6,Yes,14,3,4,7
24,No,Travel_Frequently,567,Research & Development,Technical Degree,1646,Female,1,Research Scientist,4,3760,17218,1,Yes,13,3,3,6
27,No,Travel_Rarely,486,Research & Development,Medical,1647,Female,1,Research Scientist,3,3517,22490,7,No,17,3,1,5
27,No,Travel_Frequently,591,Research & Development,Medical,1648,Male,1,Research Scientist,4,2580,6297,2,No,13,3,3,6
40,Yes,Travel_Rarely,1329,Research & Development,Life Sciences,1649,Male,1,Laboratory Technician,1,2166,3339,3,Yes,14,3,2,10
29,No,Travel_Rarely,469,Sales,Medical,1650,Male,2,Sales Executive,3,5869,23413,9,No,11,3,3,8
36,No,Travel_Rarely,711,Research & Development,Life Sciences,1651,Female,3,Healthcare Representative,1,8008,22792,4,No,12,3,3,9
25,No,Travel_Frequently,772,Research & Development,Life Sciences,1653,Male,2,Manufacturing Director,3,5206,4973,1,No,17,3,3,7
39,No,Travel_Rarely,492,Research & Development,Medical,1654,Male,2,Manufacturing Director,2,5295,7693,4,No,21,4,3,7
49,No,Travel_Rarely,301,Research & Development,Other,1655,Female,4,Research Director,2,16413,3498,3,No,16,3,2,27
50,No,Travel_Rarely,813,Research & Development,Life Sciences,1656,Female,3,Research Director,1,13269,21981,5,No,15,3,3,19
20,No,Travel_Rarely,1141,Sales,Medical,1657,Female,1,Sales Representative,3,2783,13251,1,No,19,3,1,2
34,No,Travel_Rarely,1130,Research & Development,Life Sciences,1658,Female,2,Research Scientist,2,5433,19332,1,No,12,3,3,11
36,No,Travel_Rarely,311,Research & Development,Life Sciences,1659,Male,1,Laboratory Technician,2,2013,10950,2,No,11,3,3,15
49,No,Travel_Rarely,465,Research & Development,Life Sciences,1661,Female,4,Healthcare Representative,3,13966,11652,2,Yes,19,3,2,30
36,No,Non-Travel,894,Research & Development,Medical,1662,Female,2,Manufacturing Director,3,4374,15411,0,No,15,3,3,4
36,No,Travel_Rarely,1040,Research & Development,Life Sciences,1664,Male,2,Healthcare Representative,1,6842,26308,6,No,20,4,1,13
54,No,Travel_Rarely,584,Research & Development,Medical,1665,Female,4,Manager,3,17426,18685,3,No,25,4,3,36
43,No,Travel_Rarely,1291,Research & Development,Life Sciences,1666,Male,4,Research Director,3,17603,3525,1,No,24,4,1,14
35,Yes,Travel_Frequently,880,Sales,Other,1667,Male,2,Sales Executive,4,4581,10414,3,Yes,24,4,1,13
38,No,Travel_Frequently,1189,Research & Development,Life Sciences,1668,Male,2,Research Scientist,4,4735,9867,7,No,15,3,4,19
29,No,Travel_Rarely,991,Sales,Medical,1669,Male,2,Sales Executive,2,4187,3356,1,Yes,13,3,2,10
33,No,Travel_Rarely,392,Sales,Medical,1670,Male,2,Sales Executive,4,5505,3921,1,No,14,3,3,6
32,No,Travel_Rarely,977,Research & Development,Medical,1671,Male,2,Research Scientist,2,5470,25518,0,No,13,3,3,10
31,No,Travel_Rarely,1112,Sales,Life Sciences,1673,Female,2,Sales Executive,4,5476,22589,1,No,11,3,1,10
49,No,Travel_Rarely,464,Research & Development,Medical,1674,Female,1,Laboratory Technician,1,2587,24941,4,Yes,16,3,2,17
38,No,Travel_Frequently,148,Research & Development,Medical,1675,Female,1,Laboratory Technician,2,2440,23826,1,No,22,4,2,4
47,No,Travel_Rarely,1225,Sales,Life Sciences,1676,Female,4,Manager,2,15972,21086,6,No,14,3,3,29
49,No,Travel_Rarely,809,Research & Development,Life Sciences,1677,Male,4,Manager,3,15379,22384,4,No,14,3,1,23
41,No,Travel_Rarely,1206,Sales,Life Sciences,1678,Male,3,Sales Executive,3,7082,11591,3,Yes,16,3,4,21
20,No,Travel_Rarely,727,Sales,Life Sciences,1680,Male,1,Sales Representative,1,2728,21082,1,No,11,3,1,2
33,No,Non-Travel,530,Sales,Life Sciences,1681,Female,2,Sales Executive,4,5368,16130,1,Yes,25,4,3,7
36,No,Travel_Rarely,1351,Research & Development,Life Sciences,1682,Male,2,Healthcare Representative,3,5347,7419,6,No,14,3,2,10
44,No,Travel_Rarely,528,Human Resources,Life Sciences,1683,Female,1,Human Resources,4,3195,4167,4,Yes,18,3,1,8
23,Yes,Travel_Rarely,1320,Research & Development,Medical,1684,Male,1,Laboratory Technician,3,3989,20586,1,Yes,11,3,1,5
38,No,Travel_Rarely,1495,Research & Development,Medical,1687,Female,1,Laboratory Technician,3,3306,26176,7,No,19,3,4,7
53,No,Travel_Rarely,1395,Research & Development,Medical,1689,Male,3,Healthcare Representative,4,7005,3458,3,No,15,3,3,11
48,Yes,Travel_Frequently,708,Sales,Medical,1691,Female,1,Sales Representative,3,2655,11740,2,Yes,11,3,3,19
32,Yes,Travel_Rarely,1259,Research & Development,Life Sciences,1692,Male,1,Laboratory Technician,2,1393,24852,1,No,12,3,1,1
26,No,Non-Travel,786,Research & Development,Medical,1693,Male,1,Laboratory Technician,4,2570,11925,1,No,20,4,3,7
55,No,Travel_Rarely,1441,Research & Development,Technical Degree,1694,Male,1,Research Scientist,2,3537,23737,5,No,12,3,4,8
34,No,Travel_Rarely,1157,Research & Development,Medical,1696,Male,2,Laboratory Technician,4,3986,11912,1,No,14,3,3,15
60,No,Travel_Rarely,370,Research & Development,Medical,1697,Male,3,Healthcare Representative,4,10883,20467,3,No,20,4,3,19
33,No,Travel_Rarely,267,Research & Development,Medical,1698,Male,1,Laboratory Technician,2,2028,13637,1,No,18,3,4,14
37,No,Travel_Frequently,1278,Sales,Medical,1700,Male,2,Sales Executive,4,9525,7677,1,No,14,3,3,6
34,No,Travel_Rarely,678,Research & Development,Life Sciences,1701,Female,1,Research Scientist,4,2929,20338,1,No,12,3,2,10
23,Yes,Travel_Rarely,427,Sales,Life Sciences,1702,Male,1,Sales Representative,4,2275,25103,1,Yes,21,4,2,3
44,No,Travel_Rarely,921,Research & Development,Life Sciences,1703,Female,3,Healthcare Representative,4,7879,14810,1,Yes,19,3,2,9
35,No,Travel_Frequently,146,Research & Development,Medical,1704,Male,1,Research Scientist,4,4930,13970,0,Yes,14,3,3,6
43,No,Travel_Rarely,1179,Sales,Medical,1706,Male,2,Sales Executive,4,7847,6069,1,Yes,17,3,1,10
24,No,Travel_Rarely,581,Research & Development,Medical,1707,Male,1,Research Scientist,3,4401,17616,1,No,16,3,4,5
41,No,Travel_Rarely,918,Sales,Marketing,1708,Male,3,Sales Executive,3,9241,15869,1,No,12,3,2,10
29,No,Travel_Rarely,1082,Research & Development,Medical,1709,Female,1,Laboratory Technician,3,2974,25412,9,No,17,3,3,9
36,No,Travel_Rarely,530,Sales,Life Sciences,1710,Female,2,Sales Representative,4,4502,7439,3,No,15,3,3,17
45,No,Non-Travel,1238,Research & Development,Life Sciences,1712,Male,3,Healthcare Representative,3,10748,3395,3,No,23,4,4,25
24,Yes,Travel_Rarely,240,Human Resources,Human Resources,1714,Male,1,Human Resources,3,1555,11585,1,No,11,3,3,1
47,Yes,Travel_Frequently,1093,Sales,Life Sciences,1716,Male,4,Sales Executive,3,12936,24164,7,No,11,3,3,25
26,No,Travel_Rarely,390,Research & Development,Medical,1718,Male,1,Laboratory Technician,3,2305,6217,1,No,15,3,3,3
45,No,Travel_Rarely,1005,Research & Development,Technical Degree,1719,Female,4,Research Director,2,16704,17119,1,No,11,3,3,21
32,No,Travel_Frequently,585,Research & Development,Life Sciences,1720,Male,1,Research Scientist,3,3433,17360,6,No,13,3,1,10
31,No,Travel_Rarely,741,Research & Development,Life Sciences,1721,Male,1,Laboratory Technician,3,3477,18103,1,No,14,3,4,6
41,No,Non-Travel,552,Human Resources,Human Resources,1722,Male,2,Human Resources,2,6430,20794,6,No,19,3,2,10
40,No,Travel_Rarely,369,Research & Development,Life Sciences,1724,Female,2,Manufacturing Director,1,6516,5041,2,Yes,16,3,2,18
24,No,Travel_Rarely,506,Research & Development,Medical,1725,Male,1,Laboratory Technician,1,3907,3622,1,No,13,3,2,6
46,No,Travel_Rarely,717,Research & Development,Life Sciences,1727,Male,2,Healthcare Representative,2,5562,9697,6,No,14,3,4,19
35,No,Travel_Rarely,1370,Research & Development,Life Sciences,1728,Male,2,Manufacturing Director,3,6883,5151,2,No,16,3,2,17
30,No,Travel_Rarely,793,Research & Development,Life Sciences,1729,Male,1,Research Scientist,4,2862,3811,1,No,12,3,2,10
47,No,Non-Travel,543,Sales,Marketing,1731,Male,2,Sales Executive,2,4978,3536,7,No,11,3,4,4
46,No,Travel_Rarely,1277,Sales,Life Sciences,1732,Male,3,Sales Executive,4,10368,5596,4,Yes,12,3,2,13
36,Yes,Travel_Rarely,1456,Sales,Marketing,1733,Male,2,Sales Executive,1,6134,8658,5,Yes,13,3,2,16
32,Yes,Travel_Rarely,964,Sales,Life Sciences,1734,Male,2,Sales Executive,2,6735,12147,6,No,15,3,2,10
23,No,Travel_Rarely,160,Research & Development,Medical,1735,Female,1,Laboratory Technician,2,3295,12862,1,No,13,3,3,3
31,No,Travel_Frequently,163,Research & Development,Technical Degree,1736,Female,2,Manufacturing Director,4,5238,6670,2,No,20,4,4,9
39,No,Non-Travel,792,Research & Development,Life Sciences,1737,Male,2,Laboratory Technician,4,6472,8989,1,Yes,15,3,4,9
32,No,Travel_Rarely,371,Sales,Life Sciences,1739,Male,3,Sales Executive,3,9610,3840,3,No,13,3,3,10
40,No,Travel_Rarely,611,Sales,Medical,1740,Male,5,Manager,2,19833,4349,1,No,14,3,2,21
45,No,Travel_Rarely,176,Human Resources,Life Sciences,1744,Female,3,Human Resources,3,9756,6595,4,No,21,4,3,9
30,No,Travel_Frequently,1312,Research & Development,Technical Degree,1745,Female,1,Research Scientist,1,4968,26427,0,No,16,3,4,10
24,No,Travel_Frequently,897,Human Resources,Medical,1746,Male,1,Human Resources,4,2145,2097,0,No,14,3,4,3
30,Yes,Travel_Frequently,600,Human Resources,Human Resources,1747,Female,1,Human Resources,4,2180,9732,6,No,11,3,3,6
31,No,Travel_Rarely,1003,Sales,Technical Degree,1749,Male,2,Sales Executive,3,8346,20943,1,No,19,3,3,6
27,No,Travel_Rarely,1054,Research & Development,Medical,1751,Female,1,Research Scientist,4,3445,6152,1,No,11,3,3,6
29,Yes,Travel_Rarely,428,Sales,Marketing,1752,Female,1,Sales Representative,2,2760,14630,1,No,13,3,3,2
29,No,Travel_Frequently,461,Research & Development,Life Sciences,1753,Male,2,Healthcare Representative,3,6294,23060,8,Yes,12,3,4,10
30,No,Travel_Rarely,979,Sales,Marketing,1754,Male,3,Sales Executive,1,7140,3088,2,No,11,3,1,12
34,No,Travel_Rarely,181,Research & Development,Medical,1755,Male,1,Research Scientist,4,2932,5586,0,Yes,14,3,1,6
33,No,Non-Travel,1283,Sales,Marketing,1756,Female,2,Sales Executive,2,5147,10697,8,No,15,3,4,13
49,No,Travel_Rarely,1313,Sales,Marketing,1757,Female,2,Sales Executive,4,4507,8191,3,No,12,3,3,8
33,Yes,Travel_Rarely,211,Sales,Life Sciences,1758,Female,3,Sales Executive,1,8564,10092,2,Yes,20,4,3,11
38,No,Travel_Frequently,594,Research & Development,Medical,1760,Female,1,Laboratory Technician,2,2468,15963,4,No,14,3,2,9
31,Yes,Travel_Rarely,1079,Sales,Marketing,1761,Male,3,Sales Executive,3,8161,19002,2,No,13,3,1,10
29,No,Travel_Rarely,590,Research & Development,Technical Degree,1762,Female,1,Research Scientist,1,2109,10007,1,No,13,3,3,1
30,No,Travel_Rarely,305,Research & Development,Life Sciences,1763,Male,2,Healthcare Representative,3,5294,9128,3,No,16,3,3,10
32,No,Non-Travel,953,Research & Development,Technical Degree,1764,Male,1,Research Scientist,2,2718,17674,2,No,14,3,2,12
38,No,Travel_Rarely,833,Research & Development,Medical,1766,Male,2,Healthcare Representative,4,5811,24539,3,Yes,16,3,3,15
43,Yes,Travel_Frequently,807,Research & Development,Technical Degree,1767,Male,1,Research Scientist,3,2437,15587,9,Yes,16,3,4,6
42,No,Travel_Rarely,855,Research & Development,Medical,1768,Male,1,Laboratory Technician,2,2766,8952,8,No,22,4,2,7
55,No,Travel_Rarely,478,Research & Development,Medical,1770,Male,5,Research Director,1,19038,19805,8,No,12,3,2,34
33,No,Non-Travel,775,Research & Development,Technical Degree,1771,Male,2,Research Scientist,2,3055,6194,5,No,15,3,4,11
41,No,Travel_Rarely,548,Research & Development,Life Sciences,1772,Male,1,Laboratory Technician,1,2289,20520,1,No,20,4,2,5
34,No,Non-Travel,1375,Sales,Life Sciences,1774,Male,2,Sales Executive,3,4001,12313,1,Yes,14,3,3,15
53,No,Non-Travel,661,Research & Development,Medical,1775,Female,4,Manufacturing Director,3,12965,22308,4,Yes,20,4,4,27
43,No,Travel_Rarely,244,Human Resources,Life Sciences,1778,Male,1,Human Resources,4,3539,5033,0,No,13,3,2,10
34,No,Travel_Rarely,511,Sales,Life Sciences,1779,Female,2,Sales Executive,4,6029,25353,5,No,12,3,1,6
21,Yes,Travel_Rarely,337,Sales,Marketing,1780,Male,1,Sales Representative,2,2679,4567,1,No,13,3,2,1
38,No,Travel_Rarely,1153,Research & Development,Other,1782,Female,1,Laboratory Technician,3,3702,16376,1,No,11,3,2,5
22,Yes,Travel_Rarely,1294,Research & Development,Medical,1783,Female,1,Laboratory Technician,1,2398,15999,1,Yes,17,3,3,1
31,No,Travel_Rarely,196,Sales,Marketing,1784,Female,2,Sales Executive,4,5468,13402,1,No,14,3,1,13
51,No,Travel_Rarely,942,Research & Development,Technical Degree,1786,Female,3,Manager,3,13116,22984,2,No,11,3,4,15
37,No,Travel_Rarely,589,Sales,Marketing,1787,Male,2,Sales Executive,2,4189,8800,1,No,14,3,1,5
46,No,Travel_Rarely,734,Research & Development,Medical,1789,Male,5,Research Director,4,19328,14218,7,Yes,17,3,3,24
36,No,Travel_Rarely,1383,Research & Development,Life Sciences,1790,Male,3,Healthcare Representative,1,8321,25949,7,Yes,13,3,4,15
44,Yes,Travel_Frequently,429,Research & Development,Medical,1792,Male,1,Research Scientist,2,2342,11092,1,Yes,12,3,3,6
37,No,Travel_Rarely,1239,Human Resources,Other,1794,Male,2,Human Resources,2,4071,12832,2,No,13,3,3,19
35,Yes,Travel_Rarely,303,Sales,Life Sciences,1797,Male,2,Sales Executive,4,5813,13492,1,Yes,18,3,4,10
33,No,Travel_Rarely,867,Research & Development,Life Sciences,1798,Male,1,Research Scientist,1,3143,6076,6,No,19,3,2,14
28,No,Travel_Rarely,1181,Research & Development,Life Sciences,1799,Male,1,Research Scientist,4,2044,5531,1,No,11,3,3,5
39,No,Travel_Rarely,1253,Research & Development,Medical,1800,Male,3,Research Director,3,13464,7914,7,No,21,4,3,9
46,No,Non-Travel,849,Sales,Life Sciences,1801,Male,2,Sales Executive,2,7991,25166,8,No,15,3,3,6
40,No,Travel_Rarely,616,Research & Development,Life Sciences,1802,Female,1,Laboratory Technician,1,3377,25605,4,No,17,3,4,7
42,No,Travel_Rarely,1128,Research & Development,Medical,1803,Male,2,Healthcare Representative,1,5538,5696,5,No,18,3,3,10
35,No,Non-Travel,1180,Research & Development,Medical,1804,Male,2,Manufacturing Director,4,5762,24442,2,No,14,3,3,15
38,No,Non-Travel,1336,Human Resources,Human Resources,1805,Male,1,Human Resources,2,2592,7129,5,No,13,3,4,13
34,Yes,Travel_Frequently,234,Research & Development,Life Sciences,1807,Male,2,Laboratory Technician,1,5346,6208,4,No,17,3,3,11
37,Yes,Travel_Rarely,370,Research & Development,Medical,1809,Male,2,Manufacturing Director,1,4213,4992,1,No,15,3,2,10
39,No,Travel_Frequently,766,Sales,Life Sciences,1812,Male,2,Sales Executive,4,4127,19188,2,No,18,3,4,7
43,No,Non-Travel,343,Research & Development,Life Sciences,1813,Male,1,Research Scientist,3,2438,24978,4,No,13,3,3,7
41,No,Travel_Rarely,447,Research & Development,Life Sciences,1814,Male,2,Healthcare Representative,2,6870,15530,3,No,12,3,1,11
41,No,Travel_Rarely,796,Sales,Marketing,1815,Female,3,Sales Executive,3,10447,26458,0,Yes,13,3,4,23
30,No,Travel_Rarely,1092,Research & Development,Medical,1816,Female,3,Manufacturing Director,3,9667,2739,9,No,14,3,2,9
26,Yes,Travel_Rarely,920,Human Resources,Medical,1818,Female,1,Human Resources,2,2148,6889,0,Yes,11,3,3,6
46,Yes,Travel_Rarely,261,Research & Development,Medical,1821,Female,2,Healthcare Representative,2,8926,10842,4,No,22,4,4,13
40,No,Travel_Rarely,1194,Research & Development,Life Sciences,1822,Female,2,Healthcare Representative,4,6513,9060,4,No,17,3,4,12
34,No,Travel_Rarely,810,Sales,Technical Degree,1823,Male,2,Sales Executive,3,6799,22128,1,No,21,4,3,10
58,No,Non-Travel,350,Sales,Medical,1824,Male,4,Manager,2,16291,22577,4,No,22,4,4,37
35,No,Travel_Rarely,185,Research & Development,Medical,1826,Male,1,Laboratory Technician,3,2705,9696,0,No,16,3,2,6
47,No,Travel_Rarely,1001,Research & Development,Life Sciences,1827,Female,3,Manufacturing Director,2,10333,19271,8,Yes,12,3,3,28
40,No,Travel_Rarely,750,Research & Development,Life Sciences,1829,Female,2,Healthcare Representative,1,4448,10748,2,No,12,3,2,15
54,No,Travel_Rarely,431,Research & Development,Medical,1830,Female,2,Research Scientist,4,6854,15696,4,No,15,3,2,14
31,No,Travel_Frequently,1125,Sales,Marketing,1833,Female,3,Sales Executive,1,9637,8277,2,No,14,3,4,9
28,No,Travel_Rarely,1217,Research & Development,Medical,1834,Female,1,Research Scientist,1,3591,12719,1,No,25,4,3,3
38,No,Travel_Rarely,723,Sales,Marketing,1835,Female,2,Sales Representative,4,5405,4244,2,Yes,20,4,1,20
26,No,Travel_Rarely,572,Sales,Medical,1836,Male,2,Sales Executive,4,4684,9125,1,No,13,3,1,5
58,No,Travel_Frequently,1216,Research & Development,Life Sciences,1837,Male,4,Research Director,3,15787,21624,2,Yes,14,3,2,23
18,No,Non-Travel,1431,Research & Development,Medical,1839,Female,1,Research Scientist,3,1514,8018,1,No,16,3,3,0
31,Yes,Travel_Rarely,359,Human Resources,Human Resources,1842,Male,1,Human Resources,1,2956,21495,0,No,17,3,3,2
29,Yes,Travel_Rarely,350,Human Resources,Human Resources,1844,Male,1,Human Resources,1,2335,3157,4,Yes,15,3,4,4
45,No,Non-Travel,589,Sales,Life Sciences,1845,Female,2,Sales Executive,3,5154,19665,4,No,22,4,2,10
36,No,Travel_Rarely,430,Research & Development,Other,1847,Female,2,Research Scientist,2,6962,19573,4,Yes,22,4,4,15
43,No,Travel_Frequently,1422,Sales,Life Sciences,1849,Male,2,Sales Executive,4,5675,19246,1,No,20,4,3,7
27,No,Travel_Frequently,1297,Research & Development,Life Sciences,1850,Female,1,Laboratory Technician,4,2379,19826,0,Yes,14,3,3,6
29,No,Travel_Frequently,574,Research & Development,Medical,1852,Male,1,Laboratory Technician,4,3812,7003,1,No,13,3,2,11
32,No,Travel_Frequently,1318,Sales,Marketing,1853,Male,2,Sales Executive,4,4648,26075,8,No,13,3,3,4
42,No,Non-Travel,355,Research & Development,Technical Degree,1854,Male,1,Research Scientist,3,2936,6161,3,No,22,4,2,10
47,No,Travel_Rarely,207,Research & Development,Life Sciences,1856,Female,1,Laboratory Technician,3,2105,5411,4,No,12,3,3,7
46,No,Travel_Rarely,706,Research & Development,Life Sciences,1857,Male,3,Manufacturing Director,4,8578,19989,3,No,14,3,3,12
28,No,Non-Travel,280,Human Resources,Life Sciences,1858,Male,1,Human Resources,4,2706,10494,1,No,15,3,2,3
29,No,Travel_Rarely,726,Research & Development,Life Sciences,1859,Male,2,Healthcare Representative,3,6384,21143,8,No,17,3,4,11
42,No,Travel_Rarely,1142,Research & Development,Life Sciences,1860,Male,1,Laboratory Technician,3,3968,13624,4,No,13,3,4,8
32,Yes,Travel_Rarely,414,Sales,Marketing,1862,Male,2,Sales Executive,2,9907,26186,7,Yes,12,3,3,7
46,No,Travel_Rarely,1319,Sales,Technical Degree,1863,Female,4,Sales Executive,1,13225,7739,2,No,12,3,4,25
27,No,Travel_Rarely,728,Sales,Medical,1864,Female,2,Sales Representative,3,3540,7018,1,No,21,4,4,9
29,No,Travel_Rarely,352,Human Resources,Medical,1865,Male,1,Human Resources,2,2804,15434,1,No,11,3,4,1
43,No,Travel_Rarely,823,Research & Development,Medical,1866,Female,5,Manager,3,19392,22539,7,No,13,3,4,21
48,No,Travel_Rarely,1224,Research & Development,Life Sciences,1867,Male,5,Research Director,2,19665,13583,4,No,12,3,4,29
29,Yes,Travel_Frequently,459,Research & Development,Life Sciences,1868,Male,1,Research Scientist,4,2439,14753,1,Yes,24,4,2,1
46,Yes,Travel_Rarely,1254,Sales,Life Sciences,1869,Female,3,Sales Executive,2,7314,14011,5,No,21,4,3,14
27,No,Travel_Frequently,1131,Research & Development,Life Sciences,1870,Female,1,Research Scientist,1,4774,23844,0,No,19,3,4,8
39,No,Travel_Rarely,835,Research & Development,Other,1871,Male,2,Research Scientist,4,3902,5141,8,No,14,3,2,7
55,No,Travel_Rarely,836,Research & Development,Technical Degree,1873,Male,1,Research Scientist,4,2662,7975,8,No,20,4,2,19
28,No,Travel_Rarely,1172,Sales,Medical,1875,Female,1,Sales Representative,2,2856,3692,1,No,19,3,4,1
30,Yes,Travel_Rarely,945,Sales,Medical,1876,Male,1,Sales Representative,4,1081,16019,1,No,13,3,3,1
